Query,relevant_transcript,relevance_score,old query
What theme of dinner party did Raj like?,"(7 11) Raj: Come on, Leonard, dinner.",0,
What theme of dinner party did Raj like?,"(10 7) Amy: Anyway, how about dinner?",0,
What theme of dinner party did Raj like?,(9 13) Scene: The party bus.,0,
What theme of dinner party did Raj like?,"(3 2) Leonard: Sheldon, dinner’s here.",0,
What theme of dinner party did Raj like?,"(5 20) Raj: So, while I’m waiting for this mysterious perfect match, who may or may not exist, I’m supposed to just be alone.",0,
What theme of dinner party did Raj like?,(7 1) Scene: The mixer party.,0,
What theme of dinner party did Raj like?,"(5 4) Howard: Thanks for dinner, buddy.",0,
What theme of dinner party did Raj like?,"(10 20) Howard: Hey, what’s for dinner?",0,
What theme of dinner party did Raj like?,"(7 21) Raj: Hey. Listen to this. Murder, cannibalism and satanic rituals are just a few of the thousand plus horrors that await.",0,
What theme of dinner party did Raj like?,(1 6) Howard: A boy-girl party?,0,
What theme of dinner party did Raj like?,"(2 14) Sheldon: Oh, good. Dinner’s here.",0,
What theme of dinner party did Raj like?,"(5 23) Amy: Well, dinner’s almost ready.",0,
What theme of dinner party did Raj like?,(4 3) Mrs Cooper: Shelly! Dinner’s ready!,0,
What theme of dinner party did Raj like?,(1 12) Scene: The welcoming party,0,
What theme of dinner party did Raj like?,(1 6) Sheldon: A Halloween party?,0,
What theme of dinner party did Raj like?,(5 12) Scene: The birthday party.,0,
What theme of dinner party did Raj like?,(5 5) Scene: Wil Wheaton’s party.,0,
What theme of dinner party did Raj like?,(1 9) Leonard: Forget the parties.,0,
What theme of dinner party did Raj like?,(2 9) Leonard: What landing party?,0,
What theme of dinner party did Raj like?,(7 19) Sheldon: Thank you again for dinner.,0,
What theme of dinner party did Raj like?,(6 16) Sheldon: Okay. Shall we go to dinner?,0,
What theme of dinner party did Raj like?,"(1 3) Penny: Uh, do you mean dinner tonight?",0,
What theme of dinner party did Raj like?,(1 4) Leonard: Sheldon? Your mum made dinner.,0,
What theme of dinner party did Raj like?,(10 17) Howard: I’m gonna go check on dinner.,0,
What theme of dinner party did Raj like?,(9 13) Scene: Later on the party bus.,0,
What theme of dinner party did Raj like?,(9 3) Bernadette: This party’s weird.,0,
What theme of dinner party did Raj like?,(1 16) Howard: Did someone say party?,0,
What theme of dinner party did Raj like?,(5 14) Raj: Good timing. Dinner’s almost ready.,0,
What theme of dinner party did Raj like?,(6 16) Leonard: Want to come to dinner with us?,0,
What theme of dinner party did Raj like?,"(5 4) Howard: I say, hey Ma, what’s for dinner?”",0,
What theme of dinner party did Raj like?,(6 19) Sheldon: Thanks. Oh. Great party.,0,
What theme of dinner party did Raj like?,"(5 13) Leonard: We all do. Now, how about dinner?",0,
What theme of dinner party did Raj like?,"(4 1) Mrs Wolowitz (off): Howard, dinner’s ready!",0,
What theme of dinner party did Raj like?,(2 9) Howard: And a three hour dinner with Penny.,0,
Who's job involves audition?,(4 16) Penny: I didn’t do the audition.,2,Penny's audition
Who's job involves audition?,(8 20) Penny: What is the harm if I audition?,2,
Who's job involves audition?,"(7 16) Penny: Hi. Sorry I’m late, I was at an audition.",2,
Who's job involves audition?,(8 21) Scene: The audition room.,2,
Who's job involves audition?,"(7 19) Leonard: Hey. Oh, how’d the audition go?",2,
Who's job involves audition?,(8 21) Girl: Hey. I haven’t seen you auditioning in a while.,1,
Who's job involves audition?,"(1 10) Penny: Alright, remember when I auditioned for that workshop production of Rent, but I didn’t get it and I couldn’t figure out why?",2,
Who's job involves audition?,(8 21) Amy: I can’t believe you got up and walked out of an audition for a big movie.,1,
Who's job involves audition?,"(8 20) Penny: Okay, look, would it make you feel better if I did something dumb like sneak out of work one day to go audition for a Kevin Smith movie?",2,
Who's job involves audition?,"(7 12) Leonard: And to show you how much I believe in you, I kind of got you an audition.",1,
Who's job involves audition?,"(7 17) Penny: I don’t know what to do. My car threw a rod and it’s totaled. I can’t afford a new one, I have no job, and now I can’t drive to auditions.",1,
Who's job involves audition?,(2 19) Alicia: I just got a callback to audition for CSI to play a hooker who gets killed.,0,
Who's job involves audition?,"(4 16) Penny: Oh, yeah, yeah. It’s real great. Today I drove to Van Nuys for an audition I thought was going to be for a cat food commercial. Turned out to be porn.",2,
Who's job involves audition?,"(8 21) Penny: Okay, look, here’s the thing. I like pharmaceutical sales, it’s going great, but I have an audition for a movie, and if I get it, it could screw everything up.",2,
Who's job involves audition?,"(8 21) Penny: If I was at a train station and one train could take me to my current job and the other train could take me to an audition for a movie, which train should I get on?",2,
Who's job involves audition?,"(2 15) Penny: I mean, do you know where I was all morning? Auditioning with 50 other blondes for some stupid antidepressant commercial. And for what? So I’ll finally get my daddy’s approval?",2,
Who's job involves audition?,"(8 17) Howard: Oh, Bernie, you’re gonna have to sound a lot more confident when we get audited. (On phone) Hey, what’s up?",0,
Who's job involves audition?,"(7 17) Leonard: It’s nothing fancy, but it’ll get you to auditions, and at least for now, you don’t have to go back to waitressing.",2,
Who's job involves audition?,"(7 12) Penny: Yeah, but this was supposed to be my break, okay? People were gonna see me in this show and it was gonna lead to bigger things. More auditions, more parts. Now none of that’s gonna happen.",2,
Who's job involves audition?,"(8 21) Penny (voiceover): Okay, it’s just an audition. Why am I nervous? Maybe it’s a good thing. Just means I want it. And I can have it. This feels right. Why did I ever give this up? (Out loud) I’m starting to remember.",2,
Who's job involves audition?,"(7 23) Wil: Penny, it’s not about being famous. It’s about the art. It’s about the passion we have for our craft. (Text message tone) I have an audition for Sharknado 2. If I book this, I am totally gonna pay you back for this beer.",1,
Who's job involves audition?,"(2 19) Penny: Apples and oranges here, Sheldon. I’m telling you, that girl is a user, iceskating through the life on her looks, taking advantage of innocent weak-willed men, getting auditions for stupid network shows. It creams my corn.",0,
Who's job involves audition?,"(8 21) Sheldon: All right, then. You should take a third train where you audition for the movie but hold off on making a career decision until you have more information.",0,
Who's job involves audition?,"(2 3) Penny: Why? I’ll tell you why. Because today I had an audition, it took me two hours to get there, I waited an hour for my turn, and before I could even start they told me I looked too Midwest for the part. Too Midwest? What the hell does that even mean?",2,
Who's job involves audition?,"(7 12) Howard: Star Wars audition, take one, starring Howard Joel Wolowitz, real-life astronaut. Vader is here, now, on this moon. I felt his presence. He’s come for me. He can feel when I’m near…",0,
Who's job involves audition?,"(7 19) Wil: I’m telling you, this business is brutal. To this day, I hate going on auditions. Okay, I walk in, and I can just feel them thinking, he was such a cute kid, what happened to him? And then I don’t get the job, and I can never find out why. Honestly, I get so depressed, there are entire weeks that I can’t even get out of bed.",0,
Who's job involves audition?,"(4 11) Sheldon: (Knock) Penny, (Knock) Penny, (Knock) Penny, (Knock) Penny, (Knock) Penny, (Knock) Penny, (Knock) Penny, (Knock) Penny, (Knock) Penny, (Knock) Penny, (Knock) Penny, (Knock) Penny, (Knock) Penny, (Knock) Penny, (Knock) Penny, (Knock) Penny, (Knock) Penny, (Knock) Penny, (Knock) Penny, (Knock) Penny.",0,
Who's job involves audition?,"(3 11) Penny: I blame Penny, too. Bad Penny.",0,
Who's job involves audition?,"(1 7) Sheldon: Why? Oh, Penny, Penny, Penny.",0,
Who's job involves audition?,"(8 8) Sheldon: (Knock, knock, knock) Penny? (Knock, knock, knock) Penny? (Knock, knock, knock) Penny? (Knock, knock, knock) Penny? (Knock, knock, knock) Penny?",0,
Who's job involves audition?,(4 2) Sheldon-bot : (Bash) Penny. (Bash) Penny. (Bash) Penny.,0,
Who's job involves audition?,"(7 1) Leonard: Penny? Hey, it’s Penny. Everybody say hi to Penny.",0,
Who's job involves audition?,"(5 2) Sheldon (at Penny’s door): (Knock, knock, knock) Penny. (Knock, knock, knock) Penny. (Knock, knock, knock) Penny.",0,
Who's job involves audition?,"(5 10) Bernadette: Looks like it’s just us playing. (Penny snores) Penny? (Penny snores louder) Penny, we’re out of wine!",0,
Who's job involves audition?,"(3 8) Sheldon: (At Penny’s bedroom door, knock, knock, knock) Penny. (Knock, knock, knock) Penny. (Knock, knock, knock) Penny..",0,
Who's job involves audition?,(2 13) Penny: Penny.,0,
Who's job involves audition?,"(4 4) Sheldon (voice): (Knock, knock, knock) Penny? (Knock, knock, knock) Penny? (Knock, knock, knock) Penny? (Penny opens door. Howard is stood outside with a hand-held voice recorder.) Penny?",0,
Who's job involves audition?,(5 13) Penny: It’s Penny.,0,
Who's job involves audition?,(2 7) All: Penny! Penny did it.,0,
Who's job involves audition?,"(6 2) Sheldon: (Knock, knock, knock) Penny? (Knock, knock, knock) Penny? (Knock, knock, knock) Penny? (Penny wakes up and screams. Sheldon also screams)",0,
Who's job involves audition?,"(4 4) Sheldon: Oh, Penny? Penny?",0,
Who's job involves audition?,"(3 1) Sheldon: (Knock, knock, knock) Penny. (Knock, knock, knock) Penny. (Knock, knock, knock) Penny.",0,
Who's job involves audition?,"(3 6) Sheldon: (Knock, knock, knock) Penny. (Knock, knock, knock) Penny. (Knock, knock, knock) Penny.",0,
Who's job involves audition?,"(4 2) Sheldon: (Knock, knock, knock) Penny. (Knock, knock, knock) Penny. (Knock, knock, knock) Penny.",0,
Who's job involves audition?,"(2 5) Sheldon: (Knock, knock, knock) Penny, (knock, knock, knock) Penny, (knock, knock, knock) Penny…",0,
Who's job involves audition?,"(5 2) Sheldon: (Knock, knock, knock) Penny. (Knock, knock, knock) Penny. (Knock, knock, knock) Penny.",0,
Who's job involves audition?,"(5 2) Sheldon: (Knock, knock, knock) Penny. (Knock, knock, knock) Penny. (Knock, knock, knock) Penny.",0,
